PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,PassengerId_1,PassengerId_2,IsAlone,Deck,Cabin_num,Side
0039_01,Earth,1,55 Cancri e,30.0,0,0.0,0.0,0.0,0.0,0.0,Jorgie Batthewitt,0,0039,01,1,G,1,P
0043_01,Europa,0,TRAPPIST-1e,45.0,0,0.0,164.0,45.0,2511.0,855.0,Ankalik Cylistrand,0,0043,01,1,B,3,P
0044_01,Earth,1,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,0,0044,01,0,G,3,P
0044_02,Earth,1,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,1,0044,02,0,G,3,P
0044_03,Earth,1,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,1,0044,03,0,G,3,P
0045_01,Mars,0,TRAPPIST-1e,21.0,0,970.0,0.0,180.0,0.0,64.0,Zelowl Chmad,0,0045,01,0,F,10,P
0045_02,Mars,1,,19.0,0,0.0,0.0,0.0,0.0,0.0,Mass Chmad,1,0045,02,0,F,10,P
0050_01,Earth,0,55 Cancri e,35.0,0,790.0,0.0,0.0,0.0,0.0,Sony Lancis,0,0050,01,1,E,1,S
0052_01,Earth,0,TRAPPIST-1e,,0,4.0,0.0,2.0,4683.0,0.0,Elaney Hubbarton,0,0052,01,1,G,6,S
0056_01,Europa,0,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,1,0056,01,0,A,1,S
0056_02,Europa,1,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,0.0,0.0,Instab Tractive,1,0056,02,0,A,1,S
0058_01,Earth,1,PSO J318.5-22,36.0,0,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,0,0058,01,1,G,7,S
0061_01,Earth,0,TRAPPIST-1e,22.0,0,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,0,0061,01,1,F,12,S
0062_01,Earth,0,TRAPPIST-1e,62.0,0,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,0,0062,01,1,F,13,S
0064_01,Mars,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,,1,0064,01,0,F,14,S
0064_02,,1,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,Colatz Keen,1,0064,02,0,E,3,S
0066_01,Earth,0,TRAPPIST-1e,62.0,0,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,0,0066,01,1,G,6,P
0067_02,Earth,0,TRAPPIST-1e,18.0,0,1.0,258.0,446.0,0.0,0.0,Celine Leeves,1,0067,02,0,G,10,S
0067_03,Earth,0,55 Cancri e,21.0,0,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,0,0067,03,0,F,15,S
0068_01,Mars,0,TRAPPIST-1e,,0,793.0,0.0,2.0,253.0,0.0,Cinst Binie,0,0068,01,1,E,4,S
0070_01,Earth,0,TRAPPIST-1e,19.0,0,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,0,0070,01,1,F,13,P
0072_01,Earth,0,TRAPPIST-1e,14.0,0,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,0,0072,01,1,F,17,S
0073_01,Mars,0,PSO J318.5-22,37.0,0,46.0,83.0,738.0,0.0,12.0,Gorn Make,0,0073,01,1,D,3,P
0074_01,Europa,0,TRAPPIST-1e,42.0,0,1.0,8397.0,0.0,0.0,506.0,Aldibah Mostedry,1,0074,01,1,C,3,S
0076_01,Mars,0,TRAPPIST-1e,27.0,0,147.0,0.0,1018.0,0.0,0.0,Conk Dal,1,0076,01,1,F,18,S
0078_01,Europa,0,TRAPPIST-1e,38.0,0,0.0,5840.0,0.0,321.0,9654.0,Spuri Pokerheed,0,0078,01,1,C,4,S
0081_01,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,0,0081,01,1,G,13,S
0082_01,Mars,0,TRAPPIST-1e,42.0,0,7406.0,0.0,0.0,0.0,0.0,Totse Datte,0,0082,01,0,F,16,P
0082_02,Mars,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,1,0082,02,0,F,16,P
0084_01,Earth,0,TRAPPIST-1e,24.0,0,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,1,0084,01,1,G,14,S
0085_01,Europa,1,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,1,0085,01,1,C,5,S
0086_01,Earth,0,TRAPPIST-1e,43.0,0,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,0,0086,01,1,F,17,P
0088_01,Mars,1,PSO J318.5-22,45.0,0,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,1,0088,01,1,E,5,S
0090_01,Earth,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Heremy Santry,1,0090,01,1,G,15,S
0091_01,Earth,1,TRAPPIST-1e,26.0,0,,0.0,0.0,0.0,0.0,Deanne Yorkland,1,0091,01,0,G,16,S
0091_02,Earth,0,TRAPPIST-1e,27.0,0,1.0,697.0,31.0,188.0,0.0,Tinez Yorkland,0,0091,02,0,F,20,S
0092_02,Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Stald Hewson,1,0092,02,0,G,9,P
0092_03,Earth,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,1,0092,03,0,G,9,P
0097_01,Europa,0,TRAPPIST-1e,54.0,0,0.0,1208.0,0.0,3.0,637.0,Alchium Fictful,0,0097,01,1,A,2,S
0098_01,Earth,0,TRAPPIST-1e,26.0,0,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,0,0098,01,0,G,11,P
0098_02,Earth,0,TRAPPIST-1e,26.0,0,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,1,0098,02,0,G,11,P
0099_01,Earth,0,PSO J318.5-22,23.0,0,311.0,427.0,526.0,37.0,0.0,Aliey Leetersoney,0,0099,01,0,F,19,P
0099_02,Earth,0,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,1,0099,02,0,G,12,P
0101_01,Mars,1,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,Book Trad,1,0101,01,1,,,
0102_01,Earth,0,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,830.0,91.0,Ritany Holson,0,0102,01,1,F,23,S
0103_01,Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,17.0,Arlen Mclainez,1,0103,01,0,F,24,S
0103_02,Earth,1,55 Cancri e,9.0,0,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,1,0103,02,0,G,18,S
0103_03,Earth,1,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,0,0103,03,0,G,18,S
0105_01,Earth,0,TRAPPIST-1e,27.0,0,0.0,0.0,570.0,2.0,131.0,Carry Cleachrand,0,0105,01,1,F,21,P
0107_01,Mars,0,TRAPPIST-1e,21.0,0,1743.0,5.0,17.0,0.0,0.0,Coobix Hart,0,0107,01,1,D,2,S
0108_01,Earth,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,0,0108,01,0,G,19,S
0108_02,Earth,0,TRAPPIST-1e,31.0,0,562.0,0.0,326.0,0.0,0.0,,0,0108,02,0,G,19,S
0108_03,Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,1,0108,03,0,G,19,S
0110_01,Europa,0,TRAPPIST-1e,32.0,0,0.0,410.0,6.0,3929.0,764.0,Graviph Aloubtled,0,0110,01,0,,,
0110_02,Europa,0,TRAPPIST-1e,40.0,0,0.0,331.0,0.0,0.0,1687.0,Aldeba Bootious,0,0110,02,0,B,5,P
0110_03,Europa,0,TRAPPIST-1e,42.0,0,2209.0,11418.0,0.0,1868.0,445.0,Alaratz Aloubtled,1,0110,03,0,B,5,P
0111_01,Europa,1,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,Aldera Supred,1,0111,01,1,E,6,S
0112_01,Europa,0,55 Cancri e,48.0,1,0.0,2537.0,87.0,17.0,13.0,Moth Cowtale,1,0112,01,1,B,1,S
0113_01,Earth,0,TRAPPIST-1e,64.0,0,0.0,0.0,804.0,0.0,0.0,Idary Carvis,1,0113,01,1,F,23,P
0114_01,Earth,0,TRAPPIST-1e,27.0,0,82.0,157.0,429.0,238.0,1.0,Maura Beckerson,0,0114,01,1,G,20,S
0115_01,Mars,0,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,Rohs Pead,1,0115,01,1,F,24,P
0116_01,Europa,0,TRAPPIST-1e,33.0,0,1.0,2223.0,0.0,12.0,404.0,Alhenah Suptive,1,0116,01,1,D,4,P
0119_02,Europa,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,1,0119,02,0,A,0,P
0120_01,Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Bees Sacre,1,0120,01,1,F,25,P
0122_01,Earth,0,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,699.0,74.0,Shelle Hayder,0,0122,01,1,G,21,S
0123_01,Earth,0,TRAPPIST-1e,18.0,0,55.0,597.0,49.0,0.0,1.0,Iree Fielson,0,0123,01,1,F,27,P
0127_01,Mars,0,TRAPPIST-1e,35.0,0,701.0,0.0,296.0,0.0,25.0,Miloss Mesty,0,0127,01,1,E,7,S
0128_01,Mars,0,TRAPPIST-1e,61.0,1,2353.0,334.0,9.0,316.0,2.0,Grohs Fles,0,0128,01,0,D,3,S
0129_01,Earth,1,PSO J318.5-22,22.0,0,0.0,0.0,0.0,0.0,0.0,Race Fowles,1,0129,01,1,G,22,S
0133_02,Mars,0,TRAPPIST-1e,36.0,0,2738.0,0.0,0.0,0.0,0.0,Egrasp Blie,0,0133,02,0,D,5,S
0134_01,Earth,0,TRAPPIST-1e,19.0,0,0.0,14.0,730.0,0.0,0.0,Camina Harmontry,1,0134,01,1,G,17,P
0138_01,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,1,0138,01,0,G,18,P
0138_02,Earth,0,,34.0,0,0.0,22.0,0.0,564.0,207.0,Monah Gambs,0,0138,02,0,E,5,P
0139_01,Europa,1,55 Cancri e,35.0,0,0.0,0.0,0.0,0.0,0.0,Charda Myling,1,0139,01,1,C,6,S
0140_01,Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,1,0140,01,0,G,19,P
0140_02,Earth,0,TRAPPIST-1e,26.0,0,440.0,0.0,0.0,0.0,462.0,Verney Whitakers,0,0140,02,0,F,29,P
0141_01,Mars,0,TRAPPIST-1e,31.0,0,,0.0,97.0,0.0,0.0,Pyrohs Harte,0,0141,01,1,F,30,P
0147_01,Earth,1,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison,1,0147,01,1,G,26,S
0148_01,Mars,0,TRAPPIST-1e,42.0,0,1072.0,0.0,10.0,0.0,76.0,Corsh Pashe,0,0148,01,1,F,31,P
0149_01,Earth,1,55 Cancri e,,0,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison,1,0149,01,1,G,27,S
0151_01,Earth,1,55 Cancri e,38.0,0,0.0,0.0,0.0,0.0,0.0,Shanie Simson,0,0151,01,1,G,20,P
0152_01,Earth,0,,41.0,0,0.0,0.0,0.0,0.0,607.0,Andan Estron,0,0152,01,1,F,32,P
0160_01,Earth,0,TRAPPIST-1e,22.0,0,4119.0,0.0,0.0,0.0,61.0,Gory Atkinney,0,0160,01,1,G,22,P
0163_01,Europa,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,Kabiton Hetforhaft,1,0163,01,0,B,8,P
0165_01,Mars,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Graven Anche,1,0165,01,1,F,37,P
0167_01,Mars,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Miten Floaf,1,0167,01,0,F,35,S
0167_02,Mars,0,TRAPPIST-1e,27.0,0,1365.0,0.0,48.0,22.0,137.0,Rios Floaf,0,0167,02,0,F,35,S
0170_01,Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,221.0,567.0,Mollie Mcmahoney,0,0170,01,1,E,10,S
0172_01,Earth,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,Hanna Johnshines,1,0172,01,1,G,24,P
0173_01,Earth,0,TRAPPIST-1e,58.0,0,0.0,985.0,0.0,5.0,0.0,Hilip Grifford,1,0173,01,1,E,11,S
0174_01,Earth,0,55 Cancri e,21.0,0,287.0,0.0,16.0,115.0,175.0,Doryn Lambles,0,0174,01,1,F,38,P
0178_01,Mars,0,TRAPPIST-1e,38.0,0,3414.0,0.0,161.0,28.0,119.0,Wees Knik,0,0178,01,1,D,6,S
0179_01,Earth,0,TRAPPIST-1e,19.0,0,1.0,219.0,673.0,2.0,11.0,Elaney Webstephrey,1,0179,01,0,G,26,P
0179_02,Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Raque Webstephrey,0,0179,02,0,G,26,P
0179_03,Earth,0,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,Sallyl Webstephrey,1,0179,03,0,G,26,P
0181_01,Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,3.0,299.0,92.0,Nancis Brighttt,0,0181,01,1,G,27,P
0182_01,Europa,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Ksorab Disight,1,0182,01,1,C,3,P
0186_01,Earth,0,TRAPPIST-1e,25.0,0,62.0,0.0,0.0,0.0,956.0,Camiet Shephendry,0,0186,01,1,G,28,P
0190_01,Earth,1,55 Cancri e,11.0,0,0.0,0.0,0.0,0.0,0.0,,0,0190,01,1,G,32,S
0192_01,Earth,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,Tance Adavisons,1,0192,01,0,G,29,P
0192_02,Earth,0,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,Robyny Adavisons,0,0192,02,0,G,29,P
0193_01,Mars,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,Sps Raf,1,0193,01,0,F,41,P
0193_02,Mars,0,TRAPPIST-1e,23.0,0,,0.0,8.0,1072.0,0.0,Frook Raf,0,0193,02,0,F,41,P
0193_03,Mars,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Goles Raf,1,0193,03,0,F,41,P
0195_01,Mars,0,TRAPPIST-1e,39.0,0,406.0,0.0,867.0,0.0,0.0,Bar Floaf,1,0195,01,1,F,42,P
0196_01,Mars,0,PSO J318.5-22,25.0,0,1052.0,0.0,719.0,0.0,7.0,Caper Emead,0,0196,01,1,D,5,P
0197_01,Europa,0,TRAPPIST-1e,36.0,0,0.0,972.0,0.0,795.0,575.0,Astrak Dissper,0,0197,01,1,C,5,P
0198_01,Earth,0,PSO J318.5-22,52.0,0,0.0,0.0,0.0,0.0,0.0,Jeroy Cookson,1,0198,01,1,G,30,P
0199_01,Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Regana Morrows,0,0199,01,1,G,33,S
0200_01,Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,Elia Colomonson,1,0200,01,1,G,31,P
0201_02,Europa,1,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,Edaruma Bacistion,1,0201,02,0,B,3,S
0202_01,Europa,1,55 Cancri e,45.0,0,0.0,0.0,0.0,0.0,0.0,Pomera Embleng,1,0202,01,0,B,9,P
0206_01,Europa,0,55 Cancri e,,0,2.0,1720.0,12.0,1125.0,122.0,Nuson Brugashed,1,0206,01,1,C,9,S
0207_01,Earth,1,PSO J318.5-22,19.0,0,0.0,0.0,0.0,0.0,0.0,Thony Mcfaddennon,0,0207,01,1,G,32,P
0211_01,Mars,0,TRAPPIST-1e,29.0,0,902.0,1.0,137.0,0.0,0.0,Pebuts Appie,1,0211,01,0,F,44,P
0211_02,Mars,1,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,Corsh Appie,1,0211,02,0,F,44,P
0211_03,Mars,0,TRAPPIST-1e,17.0,0,848.0,0.0,307.0,182.0,0.0,Picers Date,0,0211,03,0,F,44,P
0212_01,Earth,0,TRAPPIST-1e,13.0,0,192.0,0.0,0.0,51.0,739.0,Inen Workmans,0,0212,01,0,E,9,P
0212_02,Earth,0,TRAPPIST-1e,35.0,0,147.0,188.0,0.0,10.0,387.0,Shally Workmans,0,0212,02,0,F,45,P
0213_01,Earth,0,TRAPPIST-1e,21.0,0,367.0,281.0,0.0,0.0,146.0,Carita Navages,0,0213,01,1,F,46,P
0216_01,Earth,0,55 Cancri e,21.0,0,0.0,56.0,0.0,0.0,1918.0,Searla Garnes,0,0216,01,1,F,40,S
0220_01,Earth,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,Tyle Wilsoney,1,0220,01,0,G,37,P
0220_03,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Branca Wilsoney,0,0220,03,0,G,37,P
0220_04,Earth,0,TRAPPIST-1e,25.0,0,122.0,84.0,0.0,0.0,0.0,Dont Wilsoney,0,0220,04,0,E,10,P
0220_05,Earth,0,TRAPPIST-1e,16.0,0,0.0,3.0,0.0,0.0,1099.0,Velyne Wilsoney,0,0220,05,0,F,48,P
0220_06,Earth,0,55 Cancri e,1.0,0,0.0,0.0,0.0,0.0,0.0,Weney Wilsoney,0,0220,06,0,G,37,P
0220_07,Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,Guye Wilsoney,1,0220,07,0,G,37,P
0221_02,Mars,0,TRAPPIST-1e,23.0,0,1215.0,80.0,1.0,2.0,0.0,Yogark Reke,0,0221,02,0,E,13,S
0221_03,Mars,0,TRAPPIST-1e,33.0,0,1933.0,12.0,188.0,1.0,0.0,Jacks Reke,0,0221,03,0,E,13,S
0221_04,Mars,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,Eerch Reke,1,0221,04,0,E,13,S
0221_06,Mars,0,TRAPPIST-1e,16.0,0,915.0,0.0,221.0,234.0,0.0,Gran Reke,0,0221,06,0,E,13,S
0221_07,Mars,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,Rohs Reke,0,0221,07,0,E,13,S
0222_01,Mars,0,TRAPPIST-1e,20.0,0,1406.0,0.0,0.0,11.0,0.0,Gone Perte,0,0222,01,0,F,41,S
0222_02,Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Colf Deva,1,0222,02,0,F,41,S
0224_01,Mars,0,TRAPPIST-1e,32.0,1,181.0,0.0,5.0,1634.0,0.0,Blues Queen,0,0224,01,1,F,42,S
0225_01,Earth,1,PSO J318.5-22,58.0,0,0.0,0.0,0.0,0.0,0.0,Carly Hortis,1,0225,01,1,G,38,P
0231_01,Mars,0,TRAPPIST-1e,30.0,0,85.0,0.0,1.0,1720.0,0.0,Krus Nate,0,0231,01,1,F,44,S
0232_01,Earth,1,PSO J318.5-22,27.0,0,0.0,0.0,0.0,0.0,0.0,Nica Bakerrison,0,0232,01,1,G,36,S
0233_01,Mars,0,TRAPPIST-1e,32.0,0,56.0,0.0,256.0,1438.0,0.0,Teda Wist,0,0233,01,1,F,45,S
0237_01,Europa,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,Weias Aginge,1,0237,01,1,B,11,P
0239_01,Mars,0,TRAPPIST-1e,37.0,0,637.0,0.0,0.0,92.0,319.0,Diedow Resty,0,0239,01,1,,,
0240_01,Mars,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Puffes Crie,1,0240,01,1,F,52,P
0241_01,Europa,0,55 Cancri e,33.0,0,0.0,1249.0,0.0,4812.0,1116.0,Alas Dischod,0,0241,01,1,E,11,P
0242_01,,0,TRAPPIST-1e,18.0,0,313.0,1.0,691.0,283.0,0.0,Almone Sté,0,0242,01,1,F,46,S
0243_01,Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,Lilace Cartyernan,0,0243,01,1,G,37,S
0244_01,Mars,1,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,Froos Sad,1,0244,01,0,,,
0244_02,Mars,1,55 Cancri e,14.0,0,0.0,0.0,0.0,0.0,0.0,Tous Sad,1,0244,02,0,F,47,S
0245_02,Europa,0,TRAPPIST-1e,33.0,0,0.0,86.0,796.0,584.0,10912.0,Anchib Repumparte,0,0245,02,0,C,6,P
0246_01,Mars,0,TRAPPIST-1e,21.0,0,2947.0,0.0,287.0,27.0,0.0,Mele Sesa,0,0246,01,1,D,8,P
0248_01,Europa,0,TRAPPIST-1e,33.0,0,0.0,1.0,0.0,8620.0,1063.0,Genifi Spanxibus,0,0248,01,1,C,10,S
0250_01,Earth,1,PSO J318.5-22,47.0,0,,0.0,0.0,0.0,0.0,Camily Kramosley,0,0250,01,1,G,38,S
0251_01,,1,55 Cancri e,54.0,0,0.0,0.0,0.0,0.0,0.0,Diphah Amsive,1,0251,01,1,C,11,S
0253_01,Earth,0,TRAPPIST-1e,29.0,0,272.0,615.0,0.0,0.0,1.0,Dawne Cardner,0,0253,01,1,G,42,P
0254_01,Earth,0,TRAPPIST-1e,21.0,0,702.0,172.0,408.0,2.0,6.0,Race Stenson,1,0254,01,1,F,54,P
0255_01,Europa,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Ashir Mingious,1,0255,01,1,A,3,S
0257_01,Mars,0,55 Cancri e,21.0,0,1664.0,0.0,0.0,0.0,0.0,Errohs Berte,0,0257,01,0,F,49,S
0257_02,Mars,1,TRAPPIST-1e,60.0,0,0.0,0.0,0.0,0.0,0.0,Squars Berte,1,0257,02,0,F,49,S
0260_01,Europa,0,TRAPPIST-1e,26.0,0,0.0,4810.0,0.0,981.0,2054.0,Segino Inderly,0,0260,01,1,E,16,S
0265_01,Europa,1,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,Etair Herpumble,1,0265,01,1,D,8,S
