PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Deck,Cabin_num,Side
0020_01,Earth,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,Almary Brantuarez,0,E,0,S
0020_03,Earth,1,55 Cancri e,29.0,0,0.0,0.0,0.0,0.0,0.0,Mollen Mcfaddennon,0,E,0,S
0020_04,Earth,0,TRAPPIST-1e,10.0,0,0.0,0.0,0.0,0.0,0.0,Breney Jacostanley,1,E,0,S
0020_06,Earth,0,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,Terta Mcfaddennon,0,E,0,S
0022_01,Mars,0,TRAPPIST-1e,21.0,0,980.0,2.0,69.0,0.0,0.0,,0,D,0,P
0025_01,Earth,0,TRAPPIST-1e,15.0,0,0.0,225.0,0.0,998.0,0.0,Karard Brookenson,0,F,6,S
0030_01,Earth,0,TRAPPIST-1e,32.0,0,0.0,850.0,81.0,437.0,453.0,Ginia Morsentley,0,G,4,S
0031_01,Mars,0,TRAPPIST-1e,47.0,0,214.0,0.0,1411.0,0.0,1229.0,Coobix Datie,1,F,9,P
0031_02,Mars,0,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,Cinets Datie,1,F,9,P
0031_03,Mars,0,TRAPPIST-1e,20.0,0,,0.0,1750.0,990.0,0.0,Dontch Datie,1,F,9,P
0034_01,Europa,1,55 Cancri e,28.0,0,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,1,D,1,S
0035_01,Mars,0,55 Cancri e,23.0,0,784.0,964.0,0.0,951.0,0.0,Luse Butte,0,D,1,P
0036_01,Earth,0,55 Cancri e,15.0,0,0.0,492.0,48.0,20.0,401.0,Marina Leodger,0,F,8,S
0038_01,Earth,0,55 Cancri e,20.0,0,554.0,195.0,0.0,2606.0,0.0,Loise Wheelez,0,F,10,S
0039_01,Earth,1,55 Cancri e,30.0,0,0.0,0.0,0.0,0.0,0.0,Jorgie Batthewitt,0,G,1,P
0043_01,Europa,0,TRAPPIST-1e,45.0,0,0.0,164.0,45.0,2511.0,855.0,Ankalik Cylistrand,0,B,3,P
0044_01,Earth,1,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,0,G,3,P
0044_02,Earth,1,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,1,G,3,P
0044_03,Earth,1,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,1,G,3,P
0045_01,Mars,0,TRAPPIST-1e,21.0,0,970.0,0.0,180.0,0.0,64.0,Zelowl Chmad,0,F,10,P
0045_02,Mars,1,,19.0,0,0.0,0.0,0.0,0.0,0.0,Mass Chmad,1,F,10,P
0050_01,Earth,0,55 Cancri e,35.0,0,790.0,0.0,0.0,0.0,0.0,Sony Lancis,0,E,1,S
0051_01,Earth,0,TRAPPIST-1e,56.0,0,0.0,112.0,0.0,1379.0,127.0,Vivia Johnshines,0,E,2,S
0052_01,Earth,0,TRAPPIST-1e,,0,4.0,0.0,2.0,4683.0,0.0,Elaney Hubbarton,0,G,6,S
0056_02,Europa,1,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,0.0,0.0,Instab Tractive,1,A,1,S
0056_03,Europa,0,TRAPPIST-1e,27.0,0,279.0,605.0,3374.0,286.0,3.0,Zinoces Tractive,1,A,1,S
0058_01,Earth,1,PSO J318.5-22,36.0,0,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,0,G,7,S
0061_01,Earth,0,TRAPPIST-1e,22.0,0,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,0,F,12,S
0064_01,Mars,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,,1,F,14,S
0064_02,,1,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,Colatz Keen,1,E,3,S
0066_01,Earth,0,TRAPPIST-1e,62.0,0,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,0,G,6,P
0067_01,Earth,1,PSO J318.5-22,0.0,0,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,1,G,10,S
0067_02,Earth,0,TRAPPIST-1e,18.0,0,1.0,258.0,446.0,0.0,0.0,Celine Leeves,1,G,10,S
0067_03,Earth,0,55 Cancri e,21.0,0,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,0,F,15,S
0068_01,Mars,0,TRAPPIST-1e,,0,793.0,0.0,2.0,253.0,0.0,Cinst Binie,0,E,4,S
0069_01,Earth,0,TRAPPIST-1e,42.0,0,887.0,0.0,9.0,6.0,0.0,,1,F,16,S
0070_01,Earth,0,TRAPPIST-1e,19.0,0,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,0,F,13,P
0071_01,Earth,0,TRAPPIST-1e,17.0,0,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,0,F,14,P
0072_01,Earth,0,TRAPPIST-1e,14.0,0,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,0,F,17,S
0073_01,Mars,0,PSO J318.5-22,37.0,0,46.0,83.0,738.0,0.0,12.0,Gorn Make,0,D,3,P
0077_01,Mars,0,TRAPPIST-1e,28.0,0,14.0,0.0,1295.0,0.0,0.0,Pon Blité,1,F,15,P
0078_01,Europa,0,TRAPPIST-1e,38.0,0,0.0,5840.0,0.0,321.0,9654.0,Spuri Pokerheed,0,C,4,S
0081_01,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,0,G,13,S
0082_02,Mars,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,1,F,16,P
0082_03,Mars,0,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,,1,F,16,P
0084_01,Earth,0,TRAPPIST-1e,24.0,0,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,1,G,14,S
0085_01,Europa,1,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,1,C,5,S
0086_01,Earth,0,TRAPPIST-1e,43.0,0,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,0,F,17,P
0088_01,Mars,1,PSO J318.5-22,45.0,0,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,1,E,5,S
0090_01,Earth,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Heremy Santry,1,G,15,S
0091_02,Earth,0,TRAPPIST-1e,27.0,0,1.0,697.0,31.0,188.0,0.0,Tinez Yorkland,0,F,20,S
0092_01,Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,670.0,1.0,34.0,Gracy Dunnisey,0,G,9,P
0092_02,Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Stald Hewson,1,G,9,P
0092_03,Earth,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,1,G,9,P
0097_01,Europa,0,TRAPPIST-1e,54.0,0,0.0,1208.0,0.0,3.0,637.0,Alchium Fictful,0,A,2,S
0098_01,Earth,0,TRAPPIST-1e,26.0,0,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,0,G,11,P
0098_02,Earth,0,TRAPPIST-1e,26.0,0,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,1,G,11,P
0101_01,Mars,1,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,Book Trad,1,,,
0102_01,Earth,0,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,830.0,91.0,Ritany Holson,0,F,23,S
0103_02,Earth,1,55 Cancri e,9.0,0,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,1,G,18,S
0103_03,Earth,1,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,0,G,18,S
0105_01,Earth,0,TRAPPIST-1e,27.0,0,0.0,0.0,570.0,2.0,131.0,Carry Cleachrand,0,F,21,P
0107_01,Mars,0,TRAPPIST-1e,21.0,0,1743.0,5.0,17.0,0.0,0.0,Coobix Hart,0,D,2,S
0108_01,Earth,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,0,G,19,S
0108_02,Earth,0,TRAPPIST-1e,31.0,0,562.0,0.0,326.0,0.0,0.0,,0,G,19,S
0108_03,Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,1,G,19,S
0110_01,Europa,0,TRAPPIST-1e,32.0,0,0.0,410.0,6.0,3929.0,764.0,Graviph Aloubtled,0,,,
0110_02,Europa,0,TRAPPIST-1e,40.0,0,0.0,331.0,0.0,0.0,1687.0,Aldeba Bootious,0,B,5,P
0110_03,Europa,0,TRAPPIST-1e,42.0,0,2209.0,11418.0,0.0,1868.0,445.0,Alaratz Aloubtled,1,B,5,P
0111_01,Europa,1,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,Aldera Supred,1,E,6,S
0112_01,Europa,0,55 Cancri e,48.0,1,0.0,2537.0,87.0,17.0,13.0,Moth Cowtale,1,B,1,S
0113_01,Earth,0,TRAPPIST-1e,64.0,0,0.0,0.0,804.0,0.0,0.0,Idary Carvis,1,F,23,P
0114_01,Earth,0,TRAPPIST-1e,27.0,0,82.0,157.0,429.0,238.0,1.0,Maura Beckerson,0,G,20,S
0115_01,Mars,0,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,Rohs Pead,1,F,24,P
0116_01,Europa,0,TRAPPIST-1e,33.0,0,1.0,2223.0,0.0,12.0,404.0,Alhenah Suptive,1,D,4,P
0119_02,Europa,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,1,A,0,P
0122_01,Earth,0,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,699.0,74.0,Shelle Hayder,0,G,21,S
0123_01,Earth,0,TRAPPIST-1e,18.0,0,55.0,597.0,49.0,0.0,1.0,Iree Fielson,0,F,27,P
0127_01,Mars,0,TRAPPIST-1e,35.0,0,701.0,0.0,296.0,0.0,25.0,Miloss Mesty,0,E,7,S
0128_02,Mars,0,TRAPPIST-1e,45.0,0,2103.0,6.0,0.0,0.0,0.0,Barave Fles,0,E,8,S
0129_01,Earth,1,PSO J318.5-22,22.0,0,0.0,0.0,0.0,0.0,0.0,Race Fowles,1,G,22,S
0133_01,Mars,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,Flynx Blie,1,F,29,S
0136_01,Earth,0,PSO J318.5-22,47.0,0,97.0,418.0,126.0,25.0,55.0,,0,G,23,S
0138_02,Earth,0,,34.0,0,0.0,22.0,0.0,564.0,207.0,Monah Gambs,0,E,5,P
0139_01,Europa,1,55 Cancri e,35.0,0,0.0,0.0,0.0,0.0,0.0,Charda Myling,1,C,6,S
0140_01,Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,1,G,19,P
0144_01,Earth,0,TRAPPIST-1e,20.0,0,0.0,420.0,210.0,0.0,0.0,Guadae Dayers,1,F,31,S
0146_01,Earth,0,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,Verly Wolferguson,0,G,25,S
0147_01,Earth,1,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison,1,G,26,S
0149_01,Earth,1,55 Cancri e,,0,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison,1,G,27,S
0151_01,Earth,1,55 Cancri e,38.0,0,0.0,0.0,0.0,0.0,0.0,Shanie Simson,0,G,20,P
0152_01,Earth,0,,41.0,0,0.0,0.0,0.0,0.0,607.0,Andan Estron,0,F,32,P
0160_01,Earth,0,TRAPPIST-1e,22.0,0,4119.0,0.0,0.0,0.0,61.0,Gory Atkinney,0,G,22,P
0163_01,Europa,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,Kabiton Hetforhaft,1,B,8,P
0164_01,Earth,0,TRAPPIST-1e,57.0,0,50.0,1688.0,0.0,0.0,135.0,Fany Hutchinton,1,G,28,S
0164_02,Earth,1,PSO J318.5-22,17.0,0,0.0,0.0,0.0,0.0,0.0,Ianya Hutchinton,0,G,28,S
0165_01,Mars,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Graven Anche,1,F,37,P
0167_02,Mars,0,TRAPPIST-1e,27.0,0,1365.0,0.0,48.0,22.0,137.0,Rios Floaf,0,F,35,S
0169_01,Earth,1,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,Wandy Fisherry,0,G,23,P
0171_01,Earth,1,PSO J318.5-22,19.0,0,0.0,0.0,0.0,0.0,0.0,Coracy Gordanieves,1,G,30,S
0172_01,Earth,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,Hanna Johnshines,1,G,24,P
0173_01,Earth,0,TRAPPIST-1e,58.0,0,0.0,985.0,0.0,5.0,0.0,Hilip Grifford,1,E,11,S
0177_01,Europa,0,TRAPPIST-1e,38.0,0,0.0,10346.0,1.0,14970.0,2111.0,Toperon Iniouser,0,B,2,S
0178_01,Mars,0,TRAPPIST-1e,38.0,0,3414.0,0.0,161.0,28.0,119.0,Wees Knik,0,D,6,S
0179_01,Earth,0,TRAPPIST-1e,19.0,0,1.0,219.0,673.0,2.0,11.0,Elaney Webstephrey,1,G,26,P
0179_02,Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Raque Webstephrey,0,G,26,P
0179_03,Earth,0,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,Sallyl Webstephrey,1,G,26,P
0181_01,Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,3.0,299.0,92.0,Nancis Brighttt,0,G,27,P
0182_01,Europa,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Ksorab Disight,1,C,3,P
0183_01,Earth,0,TRAPPIST-1e,37.0,0,17.0,146.0,426.0,0.0,232.0,Stany Weaves,1,F,36,S
0186_01,Earth,0,TRAPPIST-1e,25.0,0,62.0,0.0,0.0,0.0,956.0,Camiet Shephendry,0,G,28,P
0188_01,Earth,1,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,Branda Romez,1,G,31,S
0189_01,Earth,0,55 Cancri e,49.0,0,84.0,3.0,401.0,202.0,98.0,Helly Booters,0,E,8,P
0190_01,Earth,1,55 Cancri e,11.0,0,0.0,0.0,0.0,0.0,0.0,,0,G,32,S
0192_01,Earth,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,Tance Adavisons,1,G,29,P
0192_03,Earth,0,TRAPPIST-1e,39.0,0,0.0,0.0,10.0,898.0,0.0,Lilace Adavisons,0,G,29,P
0193_01,Mars,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,Sps Raf,1,F,41,P
0193_02,Mars,0,TRAPPIST-1e,23.0,0,,0.0,8.0,1072.0,0.0,Frook Raf,0,F,41,P
0193_03,Mars,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Goles Raf,1,F,41,P
0195_01,Mars,0,TRAPPIST-1e,39.0,0,406.0,0.0,867.0,0.0,0.0,Bar Floaf,1,F,42,P
0196_01,Mars,0,PSO J318.5-22,25.0,0,1052.0,0.0,719.0,0.0,7.0,Caper Emead,0,D,5,P
0197_01,Europa,0,TRAPPIST-1e,36.0,0,0.0,972.0,0.0,795.0,575.0,Astrak Dissper,0,C,5,P
0198_01,Earth,0,PSO J318.5-22,52.0,0,0.0,0.0,0.0,0.0,0.0,Jeroy Cookson,1,G,30,P
0199_01,Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Regana Morrows,0,G,33,S
0200_01,Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,Elia Colomonson,1,G,31,P
0201_02,Europa,1,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,Edaruma Bacistion,1,B,3,S
0202_01,Europa,1,55 Cancri e,45.0,0,0.0,0.0,0.0,0.0,0.0,Pomera Embleng,1,B,9,P
0202_02,Europa,0,55 Cancri e,,0,0.0,2433.0,0.0,878.0,443.0,Vegas Embleng,1,A,2,P
0203_01,Europa,1,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,0.0,0.0,Ancham Heateele,1,C,8,S
0205_01,Earth,0,TRAPPIST-1e,29.0,0,0.0,2.0,66.0,0.0,705.0,Carma Oneiles,0,G,34,S
0207_01,Earth,1,PSO J318.5-22,19.0,0,0.0,0.0,0.0,0.0,0.0,Thony Mcfaddennon,0,G,32,P
0210_01,,1,55 Cancri e,24.0,0,0.0,0.0,0.0,0.0,0.0,Arraid Inicont,1,D,6,P
0211_01,Mars,0,TRAPPIST-1e,29.0,0,902.0,1.0,137.0,0.0,0.0,Pebuts Appie,1,F,44,P
0211_02,Mars,1,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,Corsh Appie,1,F,44,P
0211_03,Mars,0,TRAPPIST-1e,17.0,0,848.0,0.0,307.0,182.0,0.0,Picers Date,0,F,44,P
0212_01,Earth,0,TRAPPIST-1e,13.0,0,192.0,0.0,0.0,51.0,739.0,Inen Workmans,0,E,9,P
0213_01,Earth,0,TRAPPIST-1e,21.0,0,367.0,281.0,0.0,0.0,146.0,Carita Navages,0,F,46,P
0217_01,Earth,0,TRAPPIST-1e,38.0,0,1517.0,0.0,0.0,27.0,0.0,Prilly Shieldson,0,F,47,P
0219_01,Earth,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,Nica River,1,G,36,P
0220_01,Earth,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,Tyle Wilsoney,1,G,37,P
0220_02,Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Wena Wilsoney,1,G,37,P
0220_03,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Branca Wilsoney,0,G,37,P
0220_05,Earth,0,TRAPPIST-1e,16.0,0,0.0,3.0,0.0,0.0,1099.0,Velyne Wilsoney,0,F,48,P
0220_06,Earth,0,55 Cancri e,1.0,0,0.0,0.0,0.0,0.0,0.0,Weney Wilsoney,0,G,37,P
0220_07,Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,Guye Wilsoney,1,G,37,P
0221_01,Mars,0,55 Cancri e,21.0,0,2237.0,0.0,119.0,0.0,0.0,Cowhex Blan,0,E,13,S
0221_03,Mars,0,TRAPPIST-1e,33.0,0,1933.0,12.0,188.0,1.0,0.0,Jacks Reke,0,E,13,S
0221_04,Mars,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,Eerch Reke,1,E,13,S
0221_05,Mars,0,TRAPPIST-1e,41.0,0,1230.0,0.0,301.0,43.0,1023.0,Panbug Reke,0,E,13,S
0221_06,Mars,0,TRAPPIST-1e,16.0,0,915.0,0.0,221.0,234.0,0.0,Gran Reke,0,E,13,S
0221_07,Mars,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,Rohs Reke,0,E,13,S
0222_01,Mars,0,TRAPPIST-1e,20.0,0,1406.0,0.0,0.0,11.0,0.0,Gone Perte,0,F,41,S
0222_02,Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Colf Deva,1,F,41,S
0222_03,Mars,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,Grake Perte,1,E,14,S
0223_01,Earth,0,TRAPPIST-1e,21.0,0,0.0,2.0,665.0,0.0,9.0,Evan Sykess,0,G,35,S
0229_01,Earth,0,TRAPPIST-1e,24.0,0,4.0,7.0,0.0,713.0,79.0,Done Sellahaney,0,F,43,S
0231_01,Mars,0,TRAPPIST-1e,30.0,0,85.0,0.0,1.0,1720.0,0.0,Krus Nate,0,F,44,S
0234_01,Earth,0,TRAPPIST-1e,43.0,0,,888.0,0.0,0.0,0.0,Keitha Josey,0,F,50,P
0237_01,Europa,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,Weias Aginge,1,B,11,P
0239_01,Mars,0,TRAPPIST-1e,37.0,0,637.0,0.0,0.0,92.0,319.0,Diedow Resty,0,,,
0240_01,Mars,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Puffes Crie,1,F,52,P
0241_01,Europa,0,55 Cancri e,33.0,0,0.0,1249.0,0.0,4812.0,1116.0,Alas Dischod,0,E,11,P
0242_01,,0,TRAPPIST-1e,18.0,0,313.0,1.0,691.0,283.0,0.0,Almone Sté,0,F,46,S
0243_01,Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,Lilace Cartyernan,0,G,37,S
0244_01,Mars,1,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,Froos Sad,1,,,
0244_02,Mars,1,55 Cancri e,14.0,0,0.0,0.0,0.0,0.0,0.0,Tous Sad,1,F,47,S
0245_01,Europa,0,55 Cancri e,46.0,0,0.0,3571.0,0.0,0.0,7.0,Glueba Repumparte,1,C,6,P
0245_02,Europa,0,TRAPPIST-1e,33.0,0,0.0,86.0,796.0,584.0,10912.0,Anchib Repumparte,0,C,6,P
0246_01,Mars,0,TRAPPIST-1e,21.0,0,2947.0,0.0,287.0,27.0,0.0,Mele Sesa,0,D,8,P
0248_01,Europa,0,TRAPPIST-1e,33.0,0,0.0,1.0,0.0,8620.0,1063.0,Genifi Spanxibus,0,C,10,S
0250_01,Earth,1,PSO J318.5-22,47.0,0,,0.0,0.0,0.0,0.0,Camily Kramosley,0,G,38,S
0251_01,,1,55 Cancri e,54.0,0,0.0,0.0,0.0,0.0,0.0,Diphah Amsive,1,C,11,S
0252_01,Earth,0,TRAPPIST-1e,30.0,0,335.0,695.0,541.0,0.0,0.0,Leenny Byerry,0,F,53,P
0254_01,Earth,0,TRAPPIST-1e,21.0,0,702.0,172.0,408.0,2.0,6.0,Race Stenson,1,F,54,P
0255_01,Europa,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Ashir Mingious,1,A,3,S
0257_01,Mars,0,55 Cancri e,21.0,0,1664.0,0.0,0.0,0.0,0.0,Errohs Berte,0,F,49,S
0257_02,Mars,1,TRAPPIST-1e,60.0,0,0.0,0.0,0.0,0.0,0.0,Squars Berte,1,F,49,S
0260_01,Europa,0,TRAPPIST-1e,26.0,0,0.0,4810.0,0.0,981.0,2054.0,Segino Inderly,0,E,16,S
0261_01,Earth,0,TRAPPIST-1e,26.0,0,66.0,29.0,0.0,0.0,803.0,Dord Bookerson,0,F,56,P
0263_01,Earth,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,Maen Merkins,1,G,43,P
0267_01,Earth,0,TRAPPIST-1e,13.0,0,118.0,0.0,0.0,754.0,1.0,Lilace Sancockett,0,F,51,S
0269_01,Earth,0,55 Cancri e,47.0,0,0.0,231.0,592.0,0.0,0.0,Lerome Polliamposs,1,F,52,S
0278_01,Earth,0,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,888.0,0.0,Judya Beachez,0,,,
0278_02,Earth,0,TRAPPIST-1e,45.0,0,0.0,97.0,0.0,14.0,333.0,Marice Beachez,0,G,45,P
0281_01,Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,2078.0,0.0,0.0,Derine Pierry,1,F,63,P
0282_01,Earth,0,TRAPPIST-1e,21.0,0,0.0,918.0,0.0,0.0,0.0,Valex Baketton,1,F,54,S
0283_01,Earth,1,PSO J318.5-22,29.0,0,0.0,0.0,0.0,0.0,0.0,Jacky Santin,1,G,46,P
0283_02,Earth,0,TRAPPIST-1e,22.0,0,146.0,654.0,1.0,0.0,2.0,Roydo Santin,1,F,64,P
0285_01,Europa,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,Krabik Invebodene,1,E,16,P
0285_02,Europa,1,55 Cancri e,42.0,0,0.0,0.0,0.0,0.0,0.0,Grasath Invebodene,1,E,16,P
0286_01,Earth,0,55 Cancri e,57.0,0,3.0,1281.0,29.0,162.0,13.0,Carita Jimes,0,F,65,P
0287_01,Europa,1,55 Cancri e,39.0,0,0.0,0.0,0.0,0.0,0.0,Tetra Bootty,1,,,
0287_02,Europa,0,TRAPPIST-1e,28.0,0,0.0,587.0,32.0,6.0,1460.0,Alasym Bootty,0,B,12,P
0289_01,Europa,1,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,0.0,Furuson Objeciane,1,C,12,S
0290_01,Europa,0,55 Cancri e,26.0,0,0.0,4458.0,0.0,1157.0,262.0,Skaton Excialing,1,B,7,S
0290_02,Europa,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,Algor Excialing,1,B,7,S
0291_01,Europa,0,TRAPPIST-1e,40.0,0,0.0,6500.0,88.0,1090.0,0.0,Castab Brakeril,1,D,10,S
0294_01,Europa,1,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,Phonons Roforhauge,1,B,8,S
0298_01,Europa,1,55 Cancri e,57.0,0,0.0,0.0,0.0,0.0,0.0,Ashird Sorbitter,1,A,3,P
0302_01,Earth,0,TRAPPIST-1e,23.0,0,0.0,0.0,15.0,0.0,1370.0,Lesley Shephendry,0,F,67,P
0303_01,,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,Oraryn Kirklander,1,G,41,S
